Name
A. Lane
James Spottiswood
James St Amand
James St Clair
James Stanhope
James Stanihurst
James Stanley
James Stewart Earl of Moray
James Stewart IV
James Stewart of Goodtrees
James Stewart of the Glen
James Stewart V
James Stirling
James Stopford
James Strangman
James Stuart
James Stuart I and VI
James Stuart II and VII
James Sutherland
James Temple
James the elder
James the younger
James Theobald
James Thomson
James Thornhill
James Torre
James Touchet
James Turberville
James Turner
James Tyrell
James Tyrie
James Tyrrell
James Ussher
James V
James Vernon
James VI
James VIII and III
James Wadsworth
James Wallace
James Ware
James Watson
James Watt
James Wedderburn
James Welwood
James Wemyss
James Wemyss of Caskieberran
James Whiston
James Whitelocke
James Whitney
James Wilford
James Wilson
James Windet
James Wishart
James Wodrow
James Wood
James Worsdale
James Wright
James Wyatt
James Yates
James Yonge
James Yorke
Jan Amos Comenius
Jan Drapentier
Jan Looten
Jan Utenhove
Jan van Wijck
Jan van Wyck
Jan vander
Jan vander Vaart
Jan Wijck
Jan Wyck
Jan Ympyn
Jane Anger
Jane Appleton
Jane Arundell
Jane Ashley
Jane Aston
Jane Auder
Jane Bacon
Jane Barker
Jane Bassett
Jane Berington
Jane Birch
Jane Blennerhassett
Jane Blower
Jane Boleyn
Jane Bradwell
Jane Bradwell nee. Blower
Jane Brereton
Jane Brerewood
Jane Broadnax
Jane Browne
Jane Brussells
Jane Burdett
Jane Bures
Jane Bussy
Jane Campbell
Jane Carey
Jane Carlisle
Jane Cheney
Jane Cheyne
Jane Chowne
Jane Colt
Jane Colte
Jane Coningsby
Jane Cordell
Jane Crome
Jane Cure
Jane Dacre
Jane Dauntesey
Jane Dormer
Jane Douglas
Jane Drummond
Jane Dudley
Jane Dyllycotes
Jane Edwards
Jane Empson
Jane Fermor
Jane Ferneley
Jane Fineux
Jane Fitzalan
Jane Francis
Jane Fromond
Jane Fuller
Jane Garneys
Jane Gordon
Jane Grey
Jane Grove
Jane Guildford
Jane Hales
Jane Hall
Jane Hallighwell
Jane Harrington
Jane Harris
Jane Hawte
Jane Heckington
Jane Hoare
Jane Holt
Jane Hornby
Jane Howard
Jane Huddleston
Jane Hughes
Jane Hyde
Jane Josselin
Jane Josselyn
Jane Kennedy
Jane Ker
Jane Ker Countess of Roxburghe
Jane Kerr
Jane Kitchen
Jane Kynaston
Jane Lambert
Jane Lane
Jane Lead
Jane Leche
Jane Legh
Jane Leveson-Gower
Jane Lewknor
Jane Lewson
Jane Lumley
Jane Lyfield
Jane Meautas
Jane Mico
Jane Moore
Jane More
Jane Myddelton
Jane Needham
Jane Newdigate
Jane Newton
Jane Ormond
Jane Orwell
Jane Owen
Jane Packington
Jane Palmer
Jane Papillon
Jane Parker
Jane Penny
Jane Pentire
Jane Peyton
Jane Pickering
Jane Pole
Jane Pollard
Jane Popyncourt
Jane Poynings
Jane Prust
Jane Ratcliffe
Jane Restwold
Jane Ricards
Jane Rimer
Jane Robinson
Jane Rokewood
Jane Romondbye
Jane Rondeau
Jane Russell
Jane Ryder
Jane Scrope
Jane Scudamore
Jane Seymour
Jane Sharp
Jane Shelley
Jane Sheppard
Jane Shore
Jane Skennard
Jane Somerset
Jane Sondes
Jane Sotehill
Jane Sowle
Jane Spencer
Jane Squire
Jane Stanhope
Jane Stapleton
Jane Stradling
Jane Strelley
Jane Stuart
Jane Suarez de Figueroa
Jane Suarez de Figueroa Duchess of Feria
Jane Sybilla Morison
Jane the Fool
Jane Throckmorton
Jane Tichborne
Jane Trosse
Jane Upton
Jane van Kethulle
Jane Vaughan
Jane Verdon
Jane Verney
Jane Vigor
Jane Voss
Jane Wadham
Jane Ward
Jane Wenham
Jane Wentworth
Jane West
Jane Whorwood
Jane Wild
Jane Willoughby
Jane Winter
Jane Wiseman
Jane Wrey
Jane Wyndham
Jane Yelverton
Janet Anderson
Janet Douglas
Janet Fockart
Janet Kennedy
Janet Scott
Janet Stewart
Jaques Huysman
Jaques Huysmans
Jared Eliot
Jaspar Gryffyth
Jasper Fisher
Jasper Heywood
Jasper Mayne
Jean Armand
Jean Armand Dubourdieu
Jean Belmaine
Jean Campbell
Jean Carre
Jean Cavalier
Jean Chardin
Jean Chevalier
Jean Colladon
Jean Cousin
Jean Dassier
Jean de Dinteville
Jean de Dinteville de Dinteville
Jean de la Marche
Jean de Simier
Jean de Simier Baron de St Marc
Jean Despagne
Jean D'Espagne
Jean Drummond
Jean Du Bellay
Jean Dubourdieu
Jean Durel
Jean Fleming
Jean Gailhard
Jean Gordon
Jean Guild
Jean Herault
Jean Hotman
Jean Ker
Jean Kerr
Jean Le Clerc
Jean Leclerc
Jean Livingston
Jean l'Oiseau de Turval
Jean Mabillon
Jean Poingdestre
Jean Rotz
Jean Scott
Jean Stewart
Jean Veron
Jean-Antoine de Mesmes
Jean-Baptiste Stouppe
Jean-Christophe Fatio
Jean-Christophe Fatio of Duillier
Jean-Christophe of Duillier
Jeanne de Gontaut
Jeanne Lullier
Jeffery Hudson
Jeffray Gilbert
Jeffrey Burwell
Jeffrey Jeffreys
Jeffrey Le Neve
Jeffrey Neve
Jeffrey Pitman
Jemima Grey nee. Crew
Jemima Grey nee. Crew Duchess of Kent
Jemmy Bowen
Jemmy Laroch
Jemmy Laroche
Jenkin Jones
Jenkin Thomas
Jenkin Thomas Philipps
Jennet Balderston
Jennet Device
Jennet Parkinson
Jennet Preston
Jenny Geddes
Jeremiah Burroughes
Jeremiah Burroughs
Jeremiah Clarke
Jeremiah Davidson
Jeremiah Davison
Jeremiah Dyke
Jeremiah Horrocks
Jeremiah Horrox
Jeremiah Hunt
Jeremiah Ives
Jeremiah Markland
Jeremiah O'Quinn
Jeremiah Rich
Jeremiah Seed
Jeremiah Shakerley
Jeremiah Smith
Jeremiah Stephens
Jeremiah Wharton
Jeremiah Whitaker
Jeremiah White
Jeremy Collier
Jeremy Corderoy
Jeremy Shakerley
Jeremy Smith
Jeremy Smyth
Jeremy Stephens
Jeremy Taylor
Jerome Barlowe
Jerome Beale
Jerome Bowes
Jerome Horsey
Jerome Shelton
Jerome Weston
Jeronimo Bassano
Jethro Tull
Jezreel Jones
Jhon Parfre
Joan Abbot
Joan Ackworth
Joan Acworth
Joan Akworth
Joan Astley
Joan Barrington
Joan Bocher
Joan Bodley
Joan Bourchier
Joan Bracey
Joan Bradbury
Joan Braham
Joan Bromley
Joan Browne
Joan Bunce
Joan Carlell
Joan Carlile
Joan Chamberlain
Joan Champernowne
Joan Colte
Joan Cony
Joan Cooke
Joan Courtenay
Joan Cranmer
Joan Cromwell
Joan Cunny
Joan Dant
Joan Darby
Joan Denny
Joan Duwes
Joan Fermor
Joan Fish
Joan Fitzgerald
Joan Fletcher
Joan Games
Joan Goldston
Joan Harkey
Joan Hayward
Joan Hill
Joan Hoby
Joan Hone
Joan Horner
Joan Hurste
Joan Hussey
Joan Jockey
Joan Jugge
Joan Langeford
Joan Larke
Joan Leche
Joan Lincoln
Joan Lyte
Joan Marler
Joan Nicholls
Joan North
Joan Palmer
Joan Phillips
Joan Portman
Joan Prentice
Joan Prentis
Joan Rastell
Joan Regent
Joan Rossiter
Joan Roydon
Joan Sewell
Joan Smythe
Joan Statham
Joan Steward
Joan Stukeley
Joan Temmes
Joan Thornbury
Joan Thynne
Joan Trelake
Joan Trelawny
Joan Tuchfield
Joan Vaux
Joan Vokins
Joan Wadham
Joan Ward
Joan Washingby
Joan Waste
Joan Waterhouse
Joan Waverton
Joan Wilcock
Joan Wilkinson
Joan Williams
Joan Woodward
Joane Williams
Joanna Berkeley
Joanna Cooper
Joanna Dyngley
Joanna Fane
Joanna Lowdham
Joanna Towler
Joannes Groenevelt
Joao D'Almeida
Job Charlton
Job Charnock
Job Hortop
Job Throckmorton
Jocosa Brome
Jocosa Curzon
Jocosa Lewis
Jocosa Trappes
Jodocus Crull
Jodocus Hondius
Joel Gascoyne
Johan van Reede van Renswouden
Johann Christian
Johann Christian Jacobi
Johann Christoph Schmidt
Johann Daniel Getsius
Johann Jakob
Johann Jakob Dillenius
Johann Jakob Heidegger
Johann Kerseboom
Johann Rudolph Ochs
Johann von Bothmer
Johanna Cole
Johanna Goodman
Johanna St. John
Johanna Vivian
Johanne Awdy
Johanne Turnbull
Johannes Amos
Johannes Amos Comenius
Johannes de Laet
Johannes de Witt
Johannes Huniades
Johannes Kip
Johannes Michiel Rysbrack
Johannes Opicius
Johannes Sibertus
Johannes Sibertus Koffler
Johannes Sibertus Kuffeler
John [Hans; Maclean
John a Borough
John A Lasco
John Abbot
John Abel
John Abercromby
John Abernethy
John Acland
John Adair
John Adams
John Adamson
John Addenbrooke
John Adson
John Aglionby
John Aislabie
John Alcock
John Alday
John Alen
John Alexander
John Allde
John Allen
John Allenson
John Allibond
John Alured
John Amner
John Amy
John Anderson
John Andree
John Andrewes
John Andrews
John Angel
John Angell
John Angier
John Anstis
John Anthony
John ap John
John Applebee
John Arbuthnot
John Arbuthnott
John Archdale
John Archer
John Argall
John Argentine
John Armstrong
John Armstrong of Gilnockie
John Arneway
John Arnold
John Arrowsmith
John Arundell
John Arundell of Lanherne
John Arundell of Trerice
John Asgill
John Ashburne
John Ashburnham
John Ashby
John Ashe
John Ashmore
John Ashton
John Ashwell
John Ashwood
John Astbury
John Aster
John Astley
John Asty
John Atherton
John Atkins
John Attey
John Aubrey
John Aucher
John Audland
John Aungell
John Austin
John Awdeley
John Awdely
John Ayliffe
John Aylmer
John Ayloffe
John Ayres
John Baber
John Babington
John Bachiler
John Bachilor
John Bagford
John Bailey
John Bainbridge
John Baird
John Baker
John Balchen
John Baldwin
John Bale
John Balguy
John Ball
John Ballard
John Bampfield
John Bampfield of Poltimore
John Bancroft
John Banester
John Banister
John Bankes
John Banks
John Bannatyne
John Baptist
John Baptist Closterman
John Baptist Gaspars
John Baptist Hackett
John Baptist Jackson
John Barber
John Barclay
John Baret
John Bargrave
John Barker
John Barkham
John Barkstead
John Barlow
John Barnard
John Barnes
John Barnewall
John Barnston
John Barnwell
John Barret
John Barrett
John Bartelot
John Barthlet
John Bartlet
John Bartlett
John Barton
John Bartram
John Barwick
John Basset
John Bassett
John Bastwick
John Batchiler
John Bate
John Bath
John Bathe
John Bathurst
John Batmanson
John Batteley
John Bavant
John Bayly
John Beadle
John Beale
John Beaumont
John Beckinsau
John Becon
John Bekinsau
John Belasyse
John Bell
John Bellasis
John Bellenden
John Bellenden of Auchinoul
John Bellenden of Auchnoul
John Bellers
John Belson
John Benbow
John Bennet
John Bennett
John Bereblock
John Berkeley
John Berkenhead
John Bernardi
John Berry
John Best
John Bettes
John Bettes the younger
John Betts
John Bevis
John Biddle
John Bidgood
John Billingsley
John Bingham
John Bingley
John Birch
John Birchensha
John Bird
John Birkenhead
John Bisco
John Biscoe
John Bishop
John Black
John Blackadder
John Blackader
John Blackbourne
John Blackburne
John Blackwell
John Blagrave
John Blakiston
John Bland
John Blencowe
John Blitheman
John Blow
John Blunt
John Bodenham
John Bodley
John Bodnam
John Bois
John Bold
John Bond
John Booker
John Bordon
John Borlase
John Borough
John Borowe
John Borthwick
John Boson
John Bossewell
John Boste
John Boswell
John Boteler
John Boteler Baron Boteler
John Boteler of Bramfield
John Bourchier
John Bourne
John Bowden
John Bowes
John Bowle
John Bowman
John Boxall
John Boys
John Bozwel
John Bracegirdle
John Braddocke
John Bradford
John Bradock
John Bradshaw
John Braithwaite
John Braman
John Bramhall
John Bramston
John Bramston the elder
John Bramston the younger
John Brand
John Brandon
John Brayne
John Breikell
John Brekell
John Breman
John Brenan
John Brereton
John Breton
John Bridgeman
John Bridges
John Bridgewater
John Briercliffe
John Bright
John Brinsley
John Briscoe
John Brograve
John Bromley
John Brooke
John Brown
John Browne
John Brownswerd
John Bryan
John Brydges
John Buckeridge
John Budden
John Bull
John Bullingham
John Bullokar
John Bulteel
John Bulwer
John Bunyan
John Burel
John Burges
John Burgess
John Burgh
John Burley
John Burnyeat
John Burton
John Bury
John Bushnell
John Byddell
John Byrom
John Byron
John Caius
John Cameron
John Camm
John Campbell
John Campbell of Cawdor
John Campbell of Lundie
John Campsie
John Canne
John Cannon
John Capon
John Cardmaker
John Carew
John Carlyle
John Carmichael
John Carmichael of that ilk
John Carnegie
John Carney
John Carpenter
John Carswell
John Carter
John Carteret
John Carver
John Cary
John Caryll
John Case
John Cass
John Catch
John Cave
John Cawood
John Cecil
John Chalkhill
John Chamber
John Chamberlain
John Chamberlayne
John Chambers
John Chambre
John Champneys
John Chandler
John Chappington
John Chardin
John Chardon
John Charlewood
John Cheisly
John Cheisly of Cresswell
John Cheke
John Cheshire
John Chesshyre
John Chetwind
John Chetwynd
John Cheyney
John Chicheley
John Child
John Childerley
John Chorlton
John Christison
John Christmas
John Christopher
John Christopher Pepusch
John Christopherson
John Churchill
John Clapham
John Clare
John Clark
John Clarke
John Clavell
John Claymond
John Claypole
John Claypoole
John Clayton
John Clement
John Clench
John Clerk
John Clerk of Penicuik
John Cleveland
John Cleypole
John Clotworthy
John Cluer
John Cobbett
John Cochrane
John Cockburn
John Cockburn of Ormiston
John Coke
John Colbatch
John Coldwell
John Colepeper
John Coles
John Colet
John Colgan
John Colladon
John Colleton
John Collett
John Collinges
John Collins
John Collop
John Colson
John Colt
John Colt the elder
John Colt the younger
John Colvill
John Colville
John Comyns
John Conant
John Conduitt
John Constable
John Conway
John Conybeare
John Conyers
John Coode
John Cook
John Cooke
John Copcot
John Cope
John Copley
John Coppin
John Copping
John Coprario
John Corbet
John Corbett
John Corey
John Cornelius
John Cosin
John Cotgrave
John Cotta
John Cottisford
John Cotton
John Coutts
John Covel
John Coventry
John Cowell
John Cowper
John Cox
John Coxe
John Craig
John Crandon
John Crane
John Craven
John Cremer
John Crew
John Crofts
John Croke
John Croker
John Crompton
John Crook
John Crooke
John Crouch
John Crowne
John Cruso
John Culpeper
John Cunningham
John Cutler
John Cutt
John Cutts
John Dalbier
John Dalrymple
John Dancer
John Daniel
John Daniel Getsius
John Danvers
John Darby
John Darnall
John Darrel
John Darrell
John Dassier
John Daunce
John Dauncey
John Dauntesey
John Daus
John Davenant
John Davenport
John Davidson
John Davies
John Davis
John Davys
John Dawes
John Day
John Daye
John de Coloribus
John de Critz
John de Vere
John Deane
John Dee
John Delaval
John Denham
John Denison
John Denne
John Dennis
John Dennys
John Densell
John Denton
John Derricke
John Desborough
John Despagne
John D'Espagne
John Dickenson
John Digby
John Dillingham
John Disbrowe
John Disney
John Dixon
John Dixwell
John Dobson
John Dod
John Dodderidge
John Doddridge
John Doget
John Doharty
John Doket
John Dolben
John Donne
John Donne the younger
John Dougharty
John Doughtie
John Douglas
John Dove
John Dover
John Dowland
John Downame
John Downe
John Downes
John Downham
John Draper
John Droeshout
John Drummond
John Dryden
John Dubois
John Duck
John Duckett
John Dugdale
John Duncombe
John Dundas
John Dunstall
John Dunton
John Duport
John Durance
John Durant
John Durant Breval
John Durel
John Durie
John Dury
John Dutton
John Dwight
John Dyer
John Dygon
John Dynham
John Eachard
John Eames
John Earle
John Eaton
John Eccles
John Ecton
John Edmunds
John Edwards
John Eedes
John Egerton
John Elder
John Eldred
John Eliot
John Elliott
John Ellis
John Endecott
John Enty
John Ernest
John Ernest Galliard
John Ernest Grabe
John Ernle
John Ernley
John Erskine
John Erskine of Carnock
John Erskine of Dun
John Essex
John Evans
John Evelyn
John Everard
John Exton
John Eyles
John Faber
John Fagge
John Fairclough
John Fairfax
John Falconer
John Faldo
John Farington
John Farmer
John Farmery
John Farquharson
John Favour
John Featley
John Feckenham
John Feild
John Feilde
John Felde
John Fell
John Fell Bishop of Oxford
John Felton
John Fenn
John Fenwick
John Fenwicke
John Fergushill
John Fermor
John Ferne
John Ferrar
John Festing
John Fethy
John Fewterer
John Fian
John Field
John Fiennes
John Fillian
John Finch
John Finet
John Fisher
John fitz Edmund
John fitz Edmund Fitzgerald
John Fitzgerald
John Fitzjames
John Fitzwilliam
John Flamsteed
John Flavell
John Fleet
John Fleming
John Fletcher
John Florio
John Flower
John Floyd
John Floyer
John Flude
John Forbes
John Forbes of Corse
John Ford
John Forest
John Forster
John Fortescue
John Fortescue Aland
John Fountaine
John Fowke
John Fowler
John Fox
John Foxe
John Frampton
John Francis
John Francis Vigani
John Fransham
John Freame
John Freeman
John Freer
John Freind
John Freke
John Frere
John Frescheville
John Frewen
John Friend
John Frith
John Frost
John Fry
John Fryer
John Fuller
John Fursdon
John Futhie
John Fyneux
John Gadbury
John Gage
John Gagnier
John Gale
John Gall
John Gamble
John Garbrand
John Garvey
John Gates
John Gauden
John Gaule
John Gaw
John Gay
John Gayer
John Geary
John Gedde
John Geddy
John Gee
John Gell
John Gerard
John Germain
John Gery
John Gibb
John Gibbon
John Gibbons
John Gifford
John Gilbert
John Gill
John Gillespie
John Gilmour
John Gilmour of Craigmillar
John Gladman
John Gladstanes
John Glanvill
John Glanville
John Glanville the younger
John Glas
John Glynne
John Goad
John Godbolt
John Goddard
John Godolphin
John Goffe
John Goldesborough
John Goldesburg
John Goldie
John Golding
John Goldsborough
John Goldwin
John Gonson
John Goodchild
John Goodgroome
John Goodwin
John Goodyer
John Gordon
John Gordon of Haddo
John Gosnold
John Gostlin
John Gostling
John Gostwick
John Goter
John Gother
John Gough
John Gow
John Gowdie
John Graham
John Graile
John Grange
John Grant
John Grant of Freuchie
John Gratton
John Graunt
John Graydon
John Grayle
John Greaves
John Greene
John Greenhalgh
John Greenhill
John Greenwood
John Gregory
John Grenville
John Gresham
John Grey
John Grierson
John Griffith
John Griggs
John Grimston
John Grobham
John Grobham How
John Grobham Howe
John Groome
John Grosvenor
John Guillim
John Guise
John Gurdon
John Gurney
John Guthrie
John Guy
John Guyse
John Gwyn
John Gwynedd
John Gwynne
John Gwynneth
John Hacket
John Hadley
John Hagthorpe
John Hales
John Hall
John Hallam
John Halsey
John Hamilton
John Hammond
John Hamond
John Hampden
John Hanbury
John Hanmer
John Hanson
John Harding
John Hardwick
John Hardy
John Harington
John Harley
John Harman
John Harmar
